G1,55.86038,-4.24671
G11,55.87356,-4.31142
G12,55.88006,-4.30061
G13,55.89358,-4.3462
G14,55.88095,-4.34864
G15,55.9094,-4.36476
G2,55.86382,-4.2549
G20,55.8858,-4.28176
G21,55.88063,-4.22069
G22,55.88998,-4.25002
G23,55.90193,-4.28431
G3,55.86619,-4.27262
G31,55.85748,-4.20819
G32,55.8484,-4.16293
G33,55.87351,-4.16593
G34,55.86817,-4.11128
G4,55.86837,-4.25196
G40,55.84824,-4.22204
G41,55.83815,-4.28216
G42,55.83234,-4.25627
G43,55.81825,-4.28898
G44,55.81438,-4.25523
G45,55.80494,-4.23074
G46,55.80446,-4.30573
G5,55.84769,-4.25237
G51,55.85734,-4.31365
G52,55.8477,-4.34823
G53,55.82157,-4.35145
G60,55.92205,-4.45358
G61,55.91905,-4.33014
G62,55.94261,-4.32034
G63,56.04243,-4.36487
G64,55.91127,-4.21604
G65,55.97334,-4.0577
G66,55.94024,-4.15364
G67,55.94755,-3.98586
G68,55.95345,-4.01019
G69,55.87372,-4.10199
G71,55.8221,-4.07206
G72,55.80406,-4.12856
G73,55.81977,-4.20605
G74,55.76912,-4.17289
G76,55.77811,-4.27227
G77,55.77345,-4.32941
G78,55.79259,-4.40873
G81,55.91309,-4.4066
